70356,黔阳
57766,邵阳
57773,湘潭
57584,岳阳
57674,益阳
57865,永州
57780,株洲
57558,张家界
54161,长春
54371,白山
50936,白城
54172,吉林
54260,辽源
54157,四平
50949,松原
54363,通化
60361,延边
71532,延边
58238,南京
58343,常州
58141,淮安
58044,连云港
58259,南通
58357,苏州
58131,宿迁
58246,泰州
58354,无锡
58027,徐州
58151,盐城
58245,扬州
58248,镇江
58606,南昌
58617,抚州
57993,赣州
58502,九江
58527,景德镇
57799,吉安
57786,萍乡
58637,上饶
57796,新余
58627,鹰潭
57793,宜春
54342,沈阳
54339,鞍山
54346,本溪
54433,朝阳
54662,大连
54497,丹东
54353,抚顺
54237,阜新
54453,葫芦岛
54337,锦州
54347,辽阳
54338,盘锦
54249,铁岭
54471,营口
53463,呼和浩特
60150,乌兰察布
60149,锡林郭勒
60356,阿拉善盟
53446,包头
54218,赤峰
71109,鄂尔多斯
71108,呼伦贝尔
60002,巴彦淖尔
54135,通辽
53512,乌海
60001,兴安盟
53614,银川
53817,固原
53518,石嘴山
53612,吴忠
53704,中卫
52866,西宁
71111,共和
71113,海西
52875,平安
70529,果洛
71729,果洛
71112,海北
71114,黄南
71727,海东
71728,海南
70552,玉树
54823,济南
54734,滨州
54736,东营
54714,德州
54906,菏泽
54915,济宁
54828,莱芜
54938,临沂
54806,聊城
54857,青岛
54945,日照
54827,泰安
54843,潍坊
54774,威海
54765,烟台
54830,淄博
58024,枣庄
53772,太原
53882,长治
53487,大同
53976,晋城
71115,晋中
53868,临汾
71037,吕梁
53578,朔州
53674,忻州
53782,阳泉
53959,运城
57036,西安
57245,安康
57016,宝鸡
57127,汉中
71031,商洛
53947,铜川
57045,渭南
57048,咸阳
53845,延安
53646,榆林
71199,杨凌
56294,成都
56171,阿坝
57313,巴中
56198,德阳
57328,达州
57206,广元
57415,广安
56146,甘孜
57602,泸州
56386,乐山
71118,凉山
56196,绵阳
56391,眉山
57504,内江
57411,南充
56666,攀枝花
57405,遂宁
56492,宜宾
56287,雅安
56396,自贡
56298,资阳
55591,拉萨
55437,阿里
56137,昌都
56312,林芝
70774,那曲
55578,日喀则
55597,山南
51463,乌鲁木齐
51656,巴州
51704,克州
51431,伊犁
51628,阿克苏
51076,阿勒泰
51730,阿拉尔
51238,博州
71708,巴音郭楞
71710,博尔塔拉
51368,昌吉
52203,哈密
51828,和田
51243,克拉玛依
51709,喀什
51356,石河子
51573,吐鲁番
51133,塔城
71712,图木舒克
71715,铁门关
71713,五家渠
71709,伊犁
56778,昆明
70908,迪庆
60839,西双版纳
56748,保山
56768,楚雄
56751,大理
71126,德宏
56975,红河
56651,丽江
56951,临沧
71127,怒江
70887,普洱
56783,曲靖
56964,思茅
56994,文山
56875,玉溪
56586,昭通
58457,杭州
58450,湖州
58452,嘉兴
58549,金华
58646,丽水
58465,宁波
58633,衢州
58453,绍兴
58651,台州
58659,温州
58477,舟山
71873,包河
70000,长丰
58326,巢湖
70005,肥东
60765,肥西
60622,庐江
71871,庐阳
71872,蜀山
71870,瑶海
71890,大观
60606,怀宁
60603,潜山
60587,宿松
61039,太湖
60318,桐城
60313,望江
60605,岳西
71889,迎江
71891,宜秀
60595,涡阳
60772,利辛
60596,蒙城
71896,谯城
71875,蚌山
60600,固镇
60601,怀远
71877,淮上
71874,龙子湖
60588,五河
71876,禹会
60602,定远
60170,凤阳
60172,来安
71898,琅琊
60171,明光
71899,南谯
60598,全椒
60599,天长
70003,东至
71910,贵池
70008,九华山
60316,青阳
60319,石台
60773,阜南
60767,界首
60597,临泉
60766,太和
60169,颍上
71893,颍州
71894,颍东
71895,颍泉
71900,杜集
71902,烈山
70969,濉溪
71901,相山
71393,潘集
71885,八公山
71882,大通
70006,凤台
60593,寿县
71883,田家庵
71884,谢家集
71091,黄山区
71148,黄山风景区
71897,徽州
60769,祁门
60768,歙县
60314,屯溪
60589,休宁
60590,黟县
60591,霍邱
60315,霍山
60713,金寨
71907,金安
60592,舒城
71908,裕安
71909,叶集
71888,博望
70002,当涂
61040,含山
60770,和县
71886,花山
71887,雨山
70001,砀山
70932,灵璧
70010,泗县
60771,萧县
71892,埇桥
71905,郊区
71903,铜官
71904,义安
60604,枞阳
70004,繁昌
71878,镜湖
71880,鸠江
60168,南陵
71881,三山
60594,无为
60585,芜湖县
71879,弋江
70007,广德
60173,泾县
60174,旌德
60586,绩溪
70009,郎溪
60317,宁国
71906,宣州
45011,澳门
71292,氹仔岛
71293,路环岛
54511,北京
60198,昌平
71141,朝阳
71445,东城
60205,大兴
71142,丰台
60206,房山
60207,怀柔
71144,海淀
60246,门头沟
60247,密云
60204,平谷
71143,石景山
60202,顺义
71071,通州
71446,西城
60199,延庆
60396,长乐
71913,仓山
60084,福清
71911,鼓楼
71915,晋安
60071,罗源
60004,连江
60073,闽清
60301,闽侯
71914,马尾
60302,平潭
71912,台江
60072,永泰
70017,长汀
60873,连城
60717,上杭
60716,武平
71929,新罗
60077,永定
60607,漳平
70021,光泽
60655,建阳
60080,建瓯
60654,浦城
60081,顺昌
60079,邵武
60705,松溪
60082,武夷山
71932,延平
60900,政和
60398,福安
60401,福鼎
70022,古田
71921,蕉城
60075,屏南
60303,寿宁
60397,霞浦
60703,周宁
60656,柘荣
71397,城厢
71394,涵江
71396,荔城
71395,秀屿
60076,仙游
70032,秀屿港
71237,石狮
70016,安溪
70018,崇武
60653,德化
71924,丰泽
71236,惠安
71149,晋江
71922,金门
71923,鲤城
71925,洛江
60304,南安
71926,泉港
60085,永春
70019,大田
70024,将乐
70025,建宁
70027,明溪
71930,梅列
60899,宁化
60657,清流
60400,沙县
71931,三元
60714,泰宁
60715,尤溪
60083,永安
71917,海沧
71918,湖里
71919,集美
71916,思明
70030,同安
71920,翔安
61002,长泰
70020,东山
70023,华安
60078,龙海
71928,龙文
70028,南靖
70029,平和
71927,芗城
60399,云霄
70034,漳浦
60702,诏安
71733,安宁
71730,城关
71150,皋兰
71734,红古
71731,七里河
71732,西固
60473,永登
60468,榆中
70039,迭部
71430,合作
70058,临潭
70060,碌曲
70061,玛曲
70072,夏河
70076,卓尼
60487,舟曲
60481,成县
60482,徽县
60483,康县
60167,礼县
70056,两当
70038,宕昌
70069,文县
71420,武都
70073,西和
71358,平川
70051,会宁
60334,靖远
60475,景泰
71155,安定
60477,陇西
60166,临洮
60479,岷县
60478,通渭
60469,渭源
70075,漳县
71736,金川
60471,永昌
71355,阿克塞
71356,玉门
60163,敦煌
71092,瓜州
70054,金塔
60164,肃北
71738,肃州
70074,玉门镇
71357,积石山
70041,东乡
60485,广河
70046,和政
70055,康乐
60484,永靖
70037,崇信
70050,华亭
70052,泾川
70053,静宁
71153,崆峒
70057,灵台
60165,庄浪
70049,环县
70047,华池
60333,合水
60476,宁县
71154,庆城
60161,西峰
60470,正宁
60480,镇原
70042,甘谷
71151,麦积
70066,清水
70065,秦安
71739,秦州
70070,武山
60474,张家川
70045,古浪
71735,凉州
70064,民勤
71152,天祝
70044,高台
71737,甘州
70059,临泽
70063,民乐
70068,肃南
70067,山丹
72026,白云
70077,从化
60024,花都
72024,海珠
72027,黄埔
72022,荔湾
72028,南沙
60025,番禺
72025,天河
72023,越秀
60368,增城
71278,潮安
60750,饶平
72048,湘桥
71257,高明
72042,禅城
60060,南海
60061,顺德
60059,三水
71272,东源
60678,和平
60370,连平
60371,龙川
72045,源城
60044,紫金
60047,博罗
60048,惠东
71158,惠阳
72029,惠城
60050,龙门
71271,江海
71267,蓬江
70082,恩平
71159,鹤山
60057,开平
60056,台山
60055,新会
71284,揭东
70087,惠来
60379,揭西
60245,普宁
72050,榕城
70078,大埔
70084,丰顺
70088,蕉岭
71157,梅县
72030,梅江
70096,平远
60752,五华
60380,兴宁
71285,茂港
70081,电白
60377,高州
60664,化州
72051,茂南
60053,信宜
71274,清新
70085,佛冈
70090,连南
60372,连州
70091,连山
72046,清城
60751,阳山
60045,英德
72038,宝安
72036,福田
72035,罗湖
72039,龙岗
72037,南山
72040,盐田
60665,潮阳
70079,澄海
72034,潮南
72033,濠江
72032,金平
72031,龙湖
70094,南澳
71254,武江
71252,浈江
70089,乐昌
70095,南雄
71156,曲江
70098,乳源
70097,仁化
60046,始兴
60748,翁源
60369,新丰
71286,陆河
70086,海丰
60373,陆丰
71280,阳东
71281,阳西
72049,江城
60052,阳春
71276,云安
70092,罗定
60747,新兴
70103,郁南
72047,云城
71256,金湾
60058,斗门
72041,香洲
71258,赤坎
71265,麻章
71261,坡头
71262,霞山
60944,雷州
60054,廉江
71160,遂溪
70101,吴川
70102,徐闻
70080,德庆
72043,端州
72044,鼎湖
70083,封开
60374,广宁
71161,高要
60051,怀集
60376,四会
70105,宾阳
60661,横县
72065,江南
61001,隆安
72067,良庆
70120,马山
72064,青秀
60993,上林
60023,武鸣
72063,兴宁
72066,西乡塘
60022,邕宁
60662,合浦
72092,海城
72094,铁山港
72093,银海
70125,涠洲岛
60999,德保
60756,靖西
60870,隆林
60998,乐业
61032,凌云
60871,那坡
60758,平果
60090,田阳
60757,田东
61000,田林
60869,西林
72088,右江
70108,大新
61042,扶绥
72068,江州
70119,龙州
60995,宁明
60996,凭祥
60994,天等
60031,东兴
70111,防城
72095,港口
60759,上思
72075,叠彩
70113,恭城
70114,灌阳
60089,临桂
60700,灵川
61031,龙胜
60088,荔浦
60701,平乐
60992,全州
72077,七星
60030,兴安
72074,秀峰
72076,象山
60623,永福
60087,阳朔
72078,雁山
60872,资源
60663,桂平
72083,港北
72084,港南
60033,平南
72085,覃塘
72082,八步
61093,富川
72096,平桂
61034,昭平
60366,钟山
71231,大化
70104,巴马
70109,东兰
70110,都安
70112,凤山
61033,环江
72091,金城江
61078,罗城
60645,南丹
60997,天峨
60032,宜州
72069,城中
70117,柳城
60698,鹿寨
70118,柳江
72071,柳南
72072,柳北
61079,融安
60367,融水
61080,三江
72070,鱼峰
71289,合山
70115,金秀
61043,武宣
61081,忻城
60699,象州
72073,兴宾
70116,灵山
70122,浦北
72089,钦南
72090,钦北
70107,苍梧
61082,岑溪
72080,长洲
72081,龙圩
70121,蒙山
70124,藤县
72079,万秀
71416,兴业
70106,博白
60760,北流
72087,福绵
60761,陆川
70123,容县
72086,玉州
71413,南明
71411,小河
71412,云岩
70127,白云
71979,观山湖
60652,花溪
60429,开阳
60573,清镇
70159,乌当
60952,息烽
60953,修文
61028,长顺
60630,独山
71423,都匀
60902,福泉
60954,贵定
70137,惠水
70143,龙里
70144,罗甸
70141,荔波
60901,平塘
70149,三都
60903,瓮安
70129,岑巩
70130,从江
70131,丹寨
60636,黄平
70140,锦屏
70139,剑河
71431,凯里 
60632,雷山
60631,黎平
60430,麻江
60635,榕江
60634,三穗
60578,施秉
60633,台江
60637,天柱
60579,镇远
70135,关岭
70147,普定
60577,平坝
71980,西秀
70165,镇宁
70167,紫云
60583,大方
70136,赫章
60584,金沙
60581,纳雍
60582,黔西
71982,七星关
60431,威宁
70166,织金
70142,六枝
60955,盘州
71163,水城
71983,钟山
70126,安龙
70128,册亨
70146,普安
71422,晴隆
70156,望谟
70160,兴仁
71130,兴义
70163,贞丰
71981,碧江
70133,德江
70138,江口
70152,思南
70150,石阡
70153,松桃
70157,万山
61030,玉屏
60580,印江
61029,沿河
71414,红花岗
71984,播州
60576,赤水
70132,道真
70134,凤冈
71164,汇川
70145,湄潭
60575,仁怀
70154,绥阳
70155,桐梓
70158,务川
70161,习水
70162,余庆
60574,遵义县
70164,正安
72098,龙华
72100,美兰
72099,琼山
72097,秀英
72101,海棠
72102,吉阳
72103,天涯
72104,崖州
71417,中沙
70983,南沙岛
71443,南海诸岛
59981,西沙
71611,长安
70188,高邑
70187,藁城
70199,井陉
71096,晋州
71614,井陉矿区
70210,栾城
71228,鹿泉
70206,灵寿
70218,平山
71612,桥西
70228,深泽
60095,无极
71613,新华
60034,辛集
60097,新乐
60094,行唐
71615,裕华
60091,元氏
60093,赵县
60092,赞皇
60096,正定
71253,博野
61051,蠡县
71251,清苑
70169,安国
70171,安新
71235,定兴
60104,定州
60098,阜平
60102,高阳
60099,高碑店
71616,竞秀
71250,涞水
71617,莲池
70203,涞源
70214,满城
71636,南市
70225,曲阳
60101,容城
60103,顺平
60525,唐县
60105,望都
60975,雄县
60519,徐水
72105,雄安
60100,易县
60523,涿州
60110,承德县
61053,丰宁
60276,宽城
60428,滦平
70208,隆化
60683,平泉
71620,双桥
71621,双滦
60109,围场
60275,兴隆
71622,鹰手营子矿
71259,沧县
60521,泊头
61057,东光
70195,海兴
61056,黄骅
60273,河间
61054,孟村
60746,南皮
60524,青县
60520,任丘
60274,肃宁
61055,吴桥
61052,献县
70236,盐山
71629,运河
70170,安平
70185,阜城
70193,故城
70198,景县
70935,冀州
60672,饶阳
70241,深州
71630,桃城
61041,武邑
70233,武强
70239,枣强
71632,丛台
70174,成安
70177,磁县
70180,大名
71633,复兴
70182,峰峰
70181,肥乡
70192,馆陶
70190,广平
71631,邯山
70200,鸡泽
60108,临漳
71099,邱县
60277,曲周
60278,涉县
60974,魏县
60106,武安
60107,永年
71627,安次
60112,霸州
70179,大城
70178,大厂
70189,固安
71628,广阳
60522,三河
60743,文安
60111,香河
70237,永清
71098,北戴河
70173,昌黎
70186,抚宁
71634,海港
70213,卢龙
70223,青龙
71635,山海关
71255,曹妃甸
70183,丰南
70184,丰润
71625,古冶
71626,开平
70212,滦县
70211,滦南
70204,乐亭
71623,路南
71624,路北
70221,迁西
70220,迁安
70229,唐海
70238,玉田
60518,遵化
71260,内丘
70172,柏乡
70191,广宗
70201,巨鹿
70209,隆尧
70205,临城
70207,临西
70215,南宫
70216,南和
70217,宁晋
70936,内邱
70219,平乡
70222,清河
71167,任县
60745,沙河
70231,威县
70234,新河
70175,赤城
70176,崇礼
70194,沽源
70196,怀安
70197,怀来
70202,康保
71618,桥东
70227,尚义
70230,万全
70235,宣化
71619,下花园
70232,蔚县
60647,阳原
70240,张北
60744,涿鹿
71359,上街
60800,登封
71749,二七
60451,巩义
71750,管城
71752,惠济
71751,金水
60453,荥阳
60337,新密
60687,新郑
60799,中牟
71748,中原
71754,北关
60263,滑县
70937,林州
71756,龙安
60264,内黄
60262,汤阴
71753,文峰
71755,殷都
71785,鹤山
60257,淇县
71787,淇滨
71786,山城
60256,浚县
70265,博爱
71781,解放
60252,孟州
71783,马村
60802,沁阳
71784,山阳
60251,武陟
60801,温县
60250,修武
71782,中站
71771,鼓楼
60255,兰考
71769,龙亭
60979,杞县
71770,顺河
60254,通许
60253,尉氏
71773,祥符
71772,禹王台
71361,吉利
71776,瀍河
71777,涧西
70278,洛宁
70277,栾川
71774,老城
71778,洛龙
60268,孟津
60258,汝阳
70293,嵩县
60267,新安
71775,西工
60266,宜阳
60265,伊川
60269,偃师
70276,临颍
71792,召陵
60270,舞阳
71790,源汇
71791,郾城
60804,邓州
70267,方城
60983,南召
60981,内乡
60984,社旗
60710,唐河
60982,桐柏
71767,宛城
71768,卧龙
60660,西峡
60806,淅川
60805,新野
60803,镇平
70268,范县
71788,华龙
70285,南乐
60272,清丰
60809,台前
71360,石龙
70264,宝丰
70275,郏县
70280,鲁山
60608,汝州
60452,舞钢
71763,卫东
71762,新华
60985,叶县
71764,湛河
71363,陕县
71362,义马
71794,湖滨
60807,灵宝
70281,卢氏
60808,渑池
71795,陕州
71779,梁园
70283,民权
70286,宁陵
70295,睢县
71780,睢阳
71168,夏邑
60260,虞城
60259,永城
60261,柘城
70266,长垣
70269,封丘
71759,凤泉
60447,获嘉
60448,辉县
71757,红旗
71760,牧野
60980,卫辉
71758,卫滨
60338,原阳
60446,延津
60973,长葛
71761,魏都
70297,襄城
60248,鄢陵
60249,禹州
70271,光山
70272,固始
70273,淮滨
70274,潢川
70279,罗山
71766,平桥
60810,商城
71765,浉河
60271,息县
70300,新县
71789,川汇
60629,郸城
70270,扶沟
60449,淮阳
70282,鹿邑
70291,商水
70292,沈丘
70296,太康
70298,西华
60450,项城
70284,泌阳
70287,平舆
70288,确山
70289,汝南
70294,遂平
61085,上蔡
70301,西平
70299,新蔡
71793,驿城
70302,正阳
70242,阿城
70245,宾县
60741,巴彦
71468,道外
71466,道里
60640,方正
60424,呼兰
60742,木兰
71467,南岗
71469,平房
71470,松北
60426,尚志
60509,双城
61045,通河
60727,五常
71471,香坊
60736,延寿
60737,依兰
71169,杜蒙
71241,杜尔伯特
71505,大同
71504,红岗
60732,林甸
71502,龙凤
71503,让胡路
71501,萨尔图
60514,肇州
60728,肇源
60731,呼玛
70251,呼中
71171,加格达奇
60735,漠河
60734,塔河
70262,新林
71518,东山
71515,工农
60461,萝北
71516,南山
70259,绥滨
71517,兴安
71519,兴山
71488,爱辉
60114,北安
60462,嫩江
60740,孙吴
60350,五大连池
60115,逊克
71485,东风
60733,抚远
70246,富锦
70249,桦川
70250,桦南
71486,郊区
71484,前进
60459,汤原
60423,同江
71483,向阳
71513,城子河
71511,滴道
60223,虎林
71510,恒山
70253,鸡东
71509,鸡冠
71512,梨树
60463,密山
71514,麻山
71481,爱民
60510,东宁
71479,东安
60511,海林
60513,林口
60726,穆棱
60512,宁安
60464,绥芬河
71482,西安
71480,阳明
71475,昂昂溪
70243,拜泉
71476,富拉尔基
60738,富裕
70248,甘南
71473,建华
70256,克山
70255,克东
60460,龙江
71472,龙沙
71478,梅里斯
60123,讷河
71477,碾子山
60515,泰来
71474,铁锋
60739,依安
71170,勃利
71508,茄子河
71507,桃山
71506,新兴
71242,友谊
70244,宝清
71523,宝山
70254,集贤
71520,尖山
71521,岭东
70991,饶河
71522,四方台
60425,安达
71487,北林
60349,海伦
60730,兰西
70257,明水
60729,青冈
70258,庆安
60427,绥棱
60639,望奎
60124,肇东
71492,翠峦
71498,带岭
71499,红星
71495,金山屯
70252,嘉荫
71494,美溪
71489,南岔
71500,上甘岭
61067,铁力
71497,汤旺河
71496,乌马河
70261,五营
70260,乌伊岭
71491,西林
71493,新青
71490,友好
71373,东西湖
60012,蔡甸
70313,黄陂
71830,汉阳
71833,洪山
71834,汉南
70939,江夏
71827,江岸
71828,江汉
71829,硚口
71832,青山
71831,武昌
60951,新洲
71375,梁子湖
71838,鄂城
71837,华容
70303,巴东
60945,鹤峰
60950,建始
60534,利川
60533,来凤
60020,咸丰
60532,宣恩
71378,铁山
71379,下陆
71380,西塞山
60017,大冶
71841,黄石港
60529,阳新
71377,团风
70312,红安
60531,黄梅
71840,黄州
60016,罗田
60530,麻城
60341,蕲春
60343,武穴
60342,浠水
60948,英山
71381,沙市
70309,公安
61046,洪湖
70314,监利
71173,江陵
60013,石首
60014,松滋
71384,掇刀
71385,沙洋
71849,东宝
60018,京山
60346,钟祥
71382,茅箭
71383,张湾
60340,丹江口
70308,房县
60348,郧西
60527,郧阳
60680,竹溪
60528,竹山
60535,广水
71848,随县
71847,曾都
71374,襄州
70304,保康
71836,樊城
70311,谷城
70310,老河口
70316,南漳
71835,襄城
60015,宜城
60347,枣阳
71376,孝昌
61065,安陆
70307,大悟
60949,汉川
71839,孝南
60344,云梦
60345,应城
60019,赤壁
70306,崇阳
70315,嘉鱼
70319,通城
70320,通山
71842,咸安
70305,长阳
60526,当阳
71845,点军
70318,三峡
70321,五峰
71844,伍家岗
70322,兴山
71843,西陵
71846,猇亭
60947,远安
60935,宜都
71174,夷陵
60946,秭归
60339,枝江
71438,长沙县
71405,望城
71950,芙蓉
71953,开福
60388,浏阳
70343,宁乡
71951,天心
71101,湘江新区
71952,岳麓
71954,雨花
60883,保靖
60880,凤凰
60878,古丈
60882,花垣
71421,吉首
60877,泸溪
60879,龙山
60881,永顺
71407,津市
60885,安乡
71967,鼎城
70329,汉寿
70341,澧县
70340,临澧
70350,石门
60681,桃源
71966,武陵
71406,苏仙
60563,安仁
71965,北湖
60560,桂阳
61094,桂东
60561,嘉禾
60559,临武
70347,汝城
60558,宜章
60556,永兴
60557,资兴
70324,常宁
70332,衡山
70330,衡东
60688,衡阳县
70331,衡南
60555,耒阳
60562,南岳
61023,祁东
71963,石鼓
71962,雁峰
71961,珠晖
71964,蒸湘
71409,中方
60550,辰溪
60889,会同
71175,洪江
71977,鹤城
60613,靖州
60552,麻阳
60888,通道
60553,新晃
60890,溆浦
60551,沅陵
60625,芷江
60884,冷水江
60891,涟源
71969,娄星
61027,双峰
60618,新化
71972,北塔
61025,城步
70328,洞口
71971,大祥
70342,隆回
70349,邵东
61095,绥宁
60886,邵阳县
71970,双清
60887,武冈
61024,新邵
61026,新宁
61022,韶山
60711,湘乡
71955,雨湖
71956,岳塘
70333,华容
71975,君山
70339,临湘
60612,汨罗
70345,平江
70353,湘阴
71973,岳阳楼区
71974,云溪
60624,安化
71102,赫山区
61021,南县
70352,桃江
60554,沅江
71968,资阳
71410,冷水滩
70327,东安
70326,道县
70335,江永
70334,江华
60626,蓝山
71978,零陵
70344,宁远
70346,祁阳
70351,双牌
70354,新田
60689,茶陵
71957,荷塘
70337,醴陵
71958,芦淞
71959,石峰
71960,天元
70355,攸县
60876,炎陵
71408,武陵源
70325,慈利
70348,桑植
71976,永定
71436,二道
71526,朝阳
60832,德惠
60790,九台
71525,宽城
71527,绿园
60831,农安
71524,南关
60829,双阳
60641,榆树
71244,抚松
71245,江源
70486,长白
70488,东岗
71541,浑江
60682,靖宇
60359,临江
60644,大安
60796,洮南
60794,通榆
71537,洮北
60795,镇赉
71528,昌邑
71530,船营
71531,丰满
60358,桦甸
60833,蛟河
71529,龙潭
60830,磐石
60642,舒兰
60360,永吉
70487,东丰
71243,东辽
71538,龙山
71539,西安
60432,公主岭
60614,梨树
60617,双辽
71533,铁西
71534,铁东
60791,伊通
60793,长岭
70489,扶余
71540,宁江
60792,乾安
60364,前郭
71535,东昌
71536,二道江
60669,辉南
60706,集安
60798,柳河
60363,梅河口
60797,通化县
60836,安图
60362,敦化
60838,和龙
60643,珲春
60835,龙井
60837,图们
71016,汪清
70442,高淳
71799,鼓楼
70447,江宁
70448,江浦
71798,建邺
70451,溧水
70452,六合
71177,浦口
71797,秦淮
71800,栖霞
71796,玄武
71801,雨花台
71371,武进
60311,金坛
60312,溧阳
71821,天宁
71823,新北
71822,钟楼
71370,淮阴区
71179,淮安区
70446,洪泽
71104,淮阴县
71011,金湖
70450,涟水
71818,清河
71819,清浦
70461,盱眙
70438,东海
70441,赣榆
70444,灌云
70443,灌南
71820,海州
71811,崇川
71812,港闸
70445,海安
60674,海门
60673,启东
60310,如皋
60382,如东
71178,通州
71366,吴中
60038,常熟
71810,姑苏
71808,虎丘
60037,昆山
60041,太仓
60036,吴江
71809,相城
60035,张家港
71372,宿豫
60686,沭阳
70457,泗阳
70456,泗洪
71826,宿城
71825,高港
71824,海陵
60931,姜堰
60042,靖江
60932,泰兴
60381,兴化
71364,锡山
71803,滨湖
71802,惠山
60040,江阴
71804,梁溪
71805,新吴
60039,宜兴
71369,铜山
70439,丰县
71816,贾汪
70454,沛县
60675,邳州
71817,泉山
70458,睢宁
60676,新沂
71815,云龙
71368,盐都
70436,滨海
60043,东台
70437,大丰
70440,阜宁
70449,建湖
70455,射阳
71814,亭湖
70460,响水
71367,邗江
70435,宝应
60467,高邮
71813,广陵
60402,江都
60466,仪征
71365,丹徒
60308,丹阳
60307,句容
71806,京口
71807,润州
60309,扬中
70463,安义
71933,东湖
60904,进贤
71105,南昌县
71935,青云谱
71937,青山湖
71936,湾里
60868,新建
71934,西湖
70465,崇仁
70470,东乡
60501,广昌
60858,金溪
60857,乐安
60908,黎川
71941,临川
60068,南城
60069,南丰
60500,宜黄
61036,资溪
71399,赣县
70464,安远
70466,崇义
70469,定南
70467,大余
61035,会昌
60503,龙南
60504,南康
60905,宁都
60505,全南
60070,瑞金
60860,石城
70483,上犹
60943,信丰
60859,寻乌
60906,兴国
60506,于都
71945,章贡
70468,德安
70471,都昌
71939,共青城
70476,湖口
60862,濂溪
60690,彭泽
60508,瑞昌
60864,武宁
60863,庐山
60865,修水
71938,浔阳
60507,永修
71400,浮梁
71946,昌江
60855,乐平
71947,珠山
71398,吉安县
70462,安福
60854,吉水
70478,井冈山
71943,吉州
70480,宁冈
71944,青原
60907,遂川
60495,泰和
60867,万安
60853,新干
60933,峡江
60627,永丰
60628,永新
71402,安源
71403,芦溪
71401,上栗
71404,湘东
70479,莲花
60305,德兴
60866,广丰
70475,横峰
71013,鄱阳
60497,上饶县
60498,婺源
61038,万年
71940,信州
60499,余干
60856,弋阳
70481,铅山
60496,玉山
70473,分宜
71948,渝水
60934,贵溪
60861,余江
71949,月湖
70472,奉新
60502,丰城
60942,高安
70477,靖安
70482,上高
70484,铜鼓
70485,万载
61037,宜丰
71942,袁州
60086,樟树
71545,大东
71594,东陵
70497,法库
71542,浑南
71543,和平
71546,皇姑
70499,康平
70500,辽中
71544,沈河
71548,苏家屯
71549,沈北新区
71547,铁西
60615,新民
71550,于洪
60125,海城
71556,立山
71557,千山
60126,台安
71555,铁东
60828,岫岩
70491,本溪县
60774,桓仁
71564,明山
71565,南芬
71562,平山
71563,溪湖
70490,北票
70942,建平县
60136,喀左
60134,凌源
71588,龙城
71587,双塔
70493,长海
71554,甘井子
60063,金州
60131,旅顺
60062,普兰店
71553,沙河口
60130,瓦房店
71552,西岗
60129,庄河
71551,中山
71106,东港
71183,东沟
60065,凤城
60777,宽甸
71566,元宝
71567,振兴
71568,振安
71559,东洲
70501,清原
71561,顺城
71560,望花
